File,Score
TestReal-HC20.tsv,0.3442338705062866
TestReal-HC8.tsv,0.37627974152565
TestReal-HC3.tsv,0.3436812162399292
TestReal-HC16.tsv,0.35335633158683777
TestReal-HC14.tsv,0.34247878193855286
TestReal-HC17.tsv,0.34133219718933105
TestReal-HC7.tsv,0.31733575463294983
TestReal-HC12.tsv,0.33681002259254456
TestReal-HC10.tsv,0.34580591320991516
TestReal-HC4.tsv,0.35555100440979004
TestReal-HC18.tsv,0.36034443974494934
TestReal-HC19.tsv,0.3808659613132477
TestReal-HC11.tsv,0.32021600008010864
TestReal-HC6.tsv,0.30762508511543274
TestReal-HC13.tsv,0.35081690549850464
TestReal-HC5.tsv,0.33841583132743835
TestReal-HC1.tsv,0.3240404725074768
TestReal-HC9.tsv,0.37560445070266724
TestReal-HC2.tsv,0.3406762182712555
TestReal-HC15.tsv,0.3760865330696106
