File,Score
TestReal-RA62.tsv,0.4361853003501892
TestReal-RA49.tsv,0.38603076338768005
TestReal-RA7.tsv,0.38846567273139954
TestReal-RA40.tsv,0.40669897198677063
TestReal-HC20.tsv,0.3766555190086365
TestReal-RA81.tsv,0.40603774785995483
TestReal-RA13.tsv,0.3767171800136566
TestReal-HC8.tsv,0.4155961275100708
TestReal-RA58.tsv,0.3939518928527832
TestReal-RA60.tsv,0.406051903963089
TestReal-RA30.tsv,0.40821874141693115
TestReal-RA2.tsv,0.3799339532852173
TestReal-HC3.tsv,0.3896927237510681
TestReal-RA22.tsv,0.39643046259880066
TestReal-RA21.tsv,0.39545387029647827
TestReal-RA28.tsv,0.4365757703781128
TestReal-HC16.tsv,0.3955526649951935
TestReal-RA72.tsv,0.40177568793296814
TestReal-RA74.tsv,0.4226394295692444
TestReal-HC14.tsv,0.3803054690361023
TestReal-RA41.tsv,0.43158942461013794
TestReal-RA29.tsv,0.39619550108909607
TestReal-HC17.tsv,0.37748730182647705
TestReal-RA80.tsv,0.3723869025707245
TestReal-RA51.tsv,0.43174830079078674
TestReal-RA63.tsv,0.4070053696632385
TestReal-HC7.tsv,0.3566463589668274
TestReal-RA8.tsv,0.39819568395614624
TestReal-RA48.tsv,0.4205513298511505
TestReal-RA68.tsv,0.4274124801158905
TestReal-HC12.tsv,0.3648911714553833
TestReal-RA82.tsv,0.37802815437316895
TestReal-RA11.tsv,0.3783538043498993
TestReal-RA16.tsv,0.4163097143173218
TestReal-RA79.tsv,0.4105149209499359
TestReal-RA1.tsv,0.36765044927597046
TestReal-RA59.tsv,0.3933190405368805
TestReal-RA50.tsv,0.398014634847641
TestReal-RA14.tsv,0.40259379148483276
TestReal-RA57.tsv,0.38546663522720337
TestReal-RA10.tsv,0.3598563075065613
TestReal-RA76.tsv,0.40368765592575073
TestReal-RA17.tsv,0.39561012387275696
TestReal-RA52.tsv,0.3517979085445404
TestReal-RA6-CD4.tsv,0.36745554208755493
TestReal-HC10.tsv,0.38445115089416504
TestReal-RA18.tsv,0.3818747401237488
TestReal-RA56.tsv,0.39294132590293884
TestReal-RA3-3years.tsv,0.44556352496147156
TestReal-HC4.tsv,0.395768404006958
TestReal-RA25.tsv,0.37568536400794983
TestReal-RA3.tsv,0.3966100513935089
TestReal-RA53.tsv,0.377594918012619
TestReal-HC18.tsv,0.39482322335243225
TestReal-RA26.tsv,0.4299103915691376
TestReal-HC19.tsv,0.41385847330093384
TestReal-RA4.tsv,0.359805703163147
TestReal-RA66.tsv,0.405719518661499
TestReal-RA1-7months.tsv,0.41295093297958374
TestReal-RA9.tsv,0.36480018496513367
TestReal-RA12.tsv,0.3858932852745056
TestReal-RA23-CD4.tsv,0.3843625783920288
TestReal-RA24.tsv,0.3756426274776459
TestReal-RA75.tsv,0.3627288341522217
TestReal-RA23.tsv,0.37338194251060486
TestReal-RA32.tsv,0.41701653599739075
TestReal-RA2-CD8+Vb1+.tsv,0.3753752112388611
TestReal-HC11.tsv,0.3550345301628113
TestReal-RA5.tsv,0.3803659677505493
TestReal-RA6-SF.tsv,0.38647904992103577
TestReal-RA37.tsv,0.39191731810569763
TestReal-RA23-SF-CD8.tsv,0.3928214907646179
TestReal-RA47.tsv,0.39229616522789
TestReal-RA19.tsv,0.37672314047813416
TestReal-HC6.tsv,0.3461730182170868
TestReal-HC13.tsv,0.39060279726982117
TestReal-RA65.tsv,0.3983681797981262
TestReal-RA70.tsv,0.41052988171577454
TestReal-RA33.tsv,0.4224909842014313
TestReal-RA54.tsv,0.38274621963500977
TestReal-RA20.tsv,0.3616515100002289
TestReal-RA6.tsv,0.37771087884902954
TestReal-HC5.tsv,0.3816125988960266
TestReal-HC1.tsv,0.3602901101112366
TestReal-HC9.tsv,0.4120754599571228
TestReal-RA46.tsv,0.40440747141838074
TestReal-HC2.tsv,0.38549721240997314
TestReal-RA2-18months.tsv,0.40818044543266296
TestReal-RA31.tsv,0.3989946246147156
TestReal-RA23-SF-CD4.tsv,0.4220696985721588
TestReal-RA15.tsv,0.3986302614212036
TestReal-RA69.tsv,0.4245394766330719
TestReal-HC15.tsv,0.41666531562805176
TestReal-RA55.tsv,0.38526734709739685
